relative_path,sha256,bytes,frames
MeshMamba_non_texture_stuffed_animal_v1_L2/fixations.json,f500595636d8cb143dc19e30caa6430394f9b0e69b5aba26e00e755e6f3f64a7,733793,510
MeshMamba_non_texture_watch_digital_v1_L3/fixations.json,ead3410e99ae554b66e188060d9c9cb65fa30dd1ba5aea4415fab892a1542e7d,736464,510
MeshMamba_rgb_texture_Apple_Red_v1_L3/fixations.json,2623ba8710e2b4e4f87d4bfcdc5ba860f6b277ba718a182430138f3b0af11bd1,745643,510
MeshMamba_rgb_texture_Aquarium_Deep_Sea_Diver_v1_L1/fixations.json,a3ac2d0072f406503b20d762f77e6ece530cd9cfdfb1bf2321e37fb844504bca,726001,510
MeshMamba_rgb_texture_Aquarium_Skull_v1_L1/fixations.json,5b065ddd0a08ef7a0c14b03f08f8860cde162f4c44a4274d0feb94e604aa23b1,727675,510
MeshMamba_rgb_texture_BastetCat_v2_L2/fixations.json,ee85dd3e882cf52ea6e3e659f5f252638fc41484b02b9869ba509852d41e84a0,733439,510
MeshMamba_rgb_texture_Beauceron_v1_L3/fixations.json,68aad01d5a1064b7a369686553c336ea000d15ba3870714254349ee3699c8fe4,774794,510
MeshMamba_rgb_texture_BellPepper_v1_L3/fixations.json,2dadf0977e49400e76f325a8f40560c9defe425ac541a5f39c04c3fc437815df,727368,510
MeshMamba_rgb_texture_Bird_Toucan_V3_L2/fixations.json,6d54e1f563ae73ef72521af74fe9a590fced9e1b10619160d5443c6c216c85a7,730636,510
MeshMamba_rgb_texture_Bird_v1_L3/fixations.json,5f531d214bde29ff2541805c1b7c6525252ff8b1d622da9dc16bd54e496eb7dc,731700,510
MeshMamba_rgb_texture_Blackberry_v02_L3/fixations.json,a73872f3f630d79c07889a64c41bf10a48f7a6bfa556c60e6f25cf50f54ab437,727184,510
MeshMamba_rgb_texture_Boombox_v2_L3/fixations.json,8a0decac34eb7e59ab64a0de1508d01d8141b008f309179653470846c7d0fb8d,752345,510
MeshMamba_rgb_texture_Camel_toy_v03_L3/fixations.json,504661ee7737e3e24974c92c6975ac1eaf0df321ea4b2cf0d5086f8a5e7df90a,759242,510
MeshMamba_rgb_texture_Cardigan_Welsh_Corgi_v1_L3/fixations.json,eb31121ad6f5bbd5591363dea02b2dbc0e36051aee602e7a5947b28068222dd7,737625,510
MeshMamba_rgb_texture_Cat_v1_L3/fixations.json,15849c45fd10f6c10343d962d64ed6ce1e1c0cb3baf9c72f4b7abada7e46989e,739430,510
MeshMamba_rgb_texture_Charging_Bull_Statue_of_Wall_Street_v1/fixations.json,d72e28c7c7ce221578baeeb40d4893d1c38857c52af9f4f468c076d69eb392b7,739679,510
MeshMamba_rgb_texture_Chinese_coin/fixations.json,b1c64df18180f7fb223654d484bda9541ae1a6d6cc0a932591c94b58c21376e8,748068,510
MeshMamba_rgb_texture_Chips_v1_L3/fixations.json,7a452d90f0c4d6cf544aae86797ec07ac5956ed74140bbf67e47692402a8f716,727019,510
MeshMamba_rgb_texture_Christmas_Bear/fixations.json,0164c9a1e4227539ad6110a435a93b365f8d7827c84a3be318142fd46d9eba74,747132,510
MeshMamba_rgb_texture_CrawlingBaby_v1_L1/fixations.json,aee3042e9059e9844e42955a0901d79348f56dc5f3f82bf54f21fa59636098af,733778,510
MeshMamba_rgb_texture_Deathstroke-obj/fixations.json,8247e116b11ac605f8de8f11a883a1a7489437a32af249332555b1de945351b8,728001,510
MeshMamba_rgb_texture_Diavolo_Mask_v1_L3/fixations.json,ce8653eca5cce70a845fe8ad1ae34ac44530a1a5a3898f5a650b80cf4fb71800,734304,510
MeshMamba_rgb_texture_Domestic_cat_V2_L3/fixations.json,efea7e9b9d113a8b070fad121f38fa72ad08ae067d77b6cf96ef42f263afb5bc,731657,510
MeshMamba_rgb_texture_Eagle_wood_v1_L3/fixations.json,c9b36bb96d624c5f3daee22de7b48e2b913fd7e5c1f91ee25f90cee51d008ee0,732293,510
MeshMamba_rgb_texture_Elephant_v01_l3/fixations.json,83e166dbe24c4bee4ba4d064b8882479670601c5ea4a1ab59279550708ea6272,726946,510
MeshMamba_rgb_texture_Fighter_Jet_SG_v1_L3/fixations.json,75433b75b0deb44be37a2d1c4865994ce6b029888d3e322b3b24ed5a07cb872f,693656,510
MeshMamba_rgb_texture_Flying_saucer_v1_L3/fixations.json,d1f0e7e942e4729d4ba92f6cb14b78e315b91d6b66f360f7b8037cc56a93d3ce,726857,510
MeshMamba_rgb_texture_Frog_v1_L3/fixations.json,7a7a304c45c9c82f96cb4aeb276dc690a4482c83d73952b263ed2b8a21945302,730043,510
MeshMamba_rgb_texture_Gold_Doubloon_v1_L1/fixations.json,b5d44f669112d9ed8054409de42a1660d71ade46a5a4cfe3c92c075d7a6a7308,734327,510
MeshMamba_rgb_texture_GrayAlien_v01_L3/fixations.json,bf3138459960c96f3d94c442f93907500099ae950a848b83cd811f1429faf3df,721046,510
MeshMamba_rgb_texture_Great_Dane_v1_L3/fixations.json,1a04a82ffbfcb068edbc09362a16869bd0bcd322c25d6b661617b2dbbaa460f5,736520,510
